date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2018-09-17,sz.000651,36.7000,37.2400,36.5200,36.8000,37.0800,29136680,1073300022.5000,3,0.488067,1,-0.755131,0
2018-09-18,sz.000651,36.6000,37.0500,35.8000,37.0400,36.8000,56751374,2075618238.2900,3,0.950639,1,0.652178,0
2018-09-19,sz.000651,36.8000,38.8800,36.7000,38.3700,37.0400,95625651,3631562658.5300,3,1.601819,1,3.590708,0
2018-09-20,sz.000651,38.2500,39.1800,38.1800,38.4100,38.3700,56476090,2180821744.8500,3,0.946027,1,0.104250,0
2018-09-21,sz.000651,38.7000,40.1200,38.5000,39.8700,38.4100,82099433,3233924972.8000,3,1.375242,1,3.801091,0
2018-09-25,sz.000651,39.2500,39.4900,38.7100,39.0500,39.8700,51620143,2015888624.7700,3,0.864686,1,-2.056684,0
2018-09-26,sz.000651,39.3000,39.9900,38.9100,39.3300,39.0500,59655848,2358120316.9800,3,0.999291,1,0.717036,0
2018-09-27,sz.000651,39.0300,39.8100,38.7500,39.5200,39.3300,50495586,1989451763.0800,3,0.845848,1,0.483088,0
2018-09-28,sz.000651,39.6300,40.4300,39.6300,40.2000,39.5200,50472250,2026749375.1500,3,0.845457,1,1.720648,0
2018-10-08,sz.000651,38.7500,39.1300,37.9100,37.9300,40.2000,71541396,2754251142.4800,3,1.198385,1,-5.646767,0
2018-10-09,sz.000651,38.6500,39.1700,38.5000,38.8300,37.9300,45996819,1787840128.7900,3,0.770490,1,2.372796,0
2018-10-10,sz.000651,39.0900,39.3500,38.1700,38.3100,38.8300,42694851,1649441007.7900,3,0.715179,1,-1.339172,0
2018-10-11,sz.000651,37.2000,37.8700,36.8000,37.0500,38.3100,71218833,2650450413.8400,3,1.192982,1,-3.288964,0
2018-10-12,sz.000651,37.4000,38.7000,37.0300,38.7000,37.0500,61374342,2323538712.9500,3,1.028078,1,4.453445,0
2018-10-15,sz.000651,38.6900,38.9400,37.9000,38.1500,38.7000,47566508,1827392863.5000,3,0.796784,1,-1.421187,0
2018-10-16,sz.000651,38.1000,38.8800,37.7500,38.1100,38.1500,39089670,1497047317.3600,3,0.654789,1,-0.104852,0
2018-10-17,sz.000651,38.8000,38.8900,37.5500,38.4500,38.1100,41325035,1581461740.9900,3,0.692233,1,0.892155,0
2018-10-18,sz.000651,37.9700,38.1600,37.1000,37.2000,38.4500,43330748,1628435482.3300,3,0.725831,1,-3.250975,0
2018-10-19,sz.000651,36.8700,38.6800,36.8600,38.6300,37.2000,56906095,2161112317.7800,3,0.953230,1,3.844087,0
2018-10-22,sz.000651,39.2500,40.7600,39.1200,40.1100,38.6300,85076266,3399153710.1300,3,1.425107,1,3.831218,0
2018-10-23,sz.000651,39.8800,40.5900,38.8100,39.2400,40.1100,69695043,2772693277.2800,3,1.167457,1,-2.169032,0
2018-10-24,sz.000651,39.2000,40.1800,39.0500,39.4500,39.2400,44367521,1757626690.6700,3,0.743197,1,0.535166,0
2018-10-25,sz.000651,38.4000,39.4700,38.2000,39.1000,39.4500,42077964,1630219796.0000,3,0.704845,1,-0.887205,0
2018-10-26,sz.000651,39.5000,39.6300,38.5500,38.8000,39.1000,38069883,1486496496.1700,3,0.637706,1,-0.767262,0
2018-10-29,sz.000651,38.4200,38.4200,36.1200,36.3800,38.8000,93306247,3435624331.2200,3,1.562967,1,-6.237109,0
2018-10-30,sz.000651,36.2400,37.4300,36.0000,37.0000,36.3800,50763552,1865534828.6300,3,0.850337,1,1.704230,0
2018-10-31,sz.000651,37.5000,38.1800,37.3100,38.0600,37.0000,50725266,1920499131.3300,3,0.849696,1,2.864869,0
2018-11-01,sz.000651,38.5500,39.4400,38.5100,38.7000,38.0600,61359258,2392012142.2900,3,1.027825,1,1.681554,0
2018-11-02,sz.000651,39.9700,40.5200,39.6000,40.1600,38.7000,81441996,3264177479.8600,3,1.364230,1,3.772607,0
2018-11-05,sz.000651,39.8600,40.3000,39.5500,39.9800,40.1600,46746921,1864181844.2400,3,0.783055,1,-0.448208,0
2018-11-06,sz.000651,40.0000,40.0000,39.0000,39.4100,39.9800,33294863,1309356358.5100,3,0.557720,1,-1.425712,0
2018-11-07,sz.000651,39.6000,39.9100,39.1100,39.1800,39.4100,31351158,1238519375.6200,3,0.525161,1,-0.583607,0
2018-11-08,sz.000651,39.6100,39.7500,39.0800,39.1900,39.1800,26830348,1057217253.3400,3,0.449433,1,0.025519,0
2018-11-09,sz.000651,38.9300,39.1400,38.5000,38.6400,39.1900,26105842,1011492371.8000,3,0.437297,1,-1.403417,0
2018-11-12,sz.000651,38.6400,39.2500,38.3300,39.2100,38.6400,29477913,1145355397.0400,3,0.493783,1,1.475155,0
2018-11-13,sz.000651,38.5900,39.6900,38.5100,39.4100,39.2100,35398971,1386090024.9900,3,0.592966,1,0.510076,0
2018-11-14,sz.000651,39.0000,39.1800,38.7500,38.8000,39.4100,32438395,1261729349.5800,3,0.543373,1,-1.547832,0
2018-11-15,sz.000651,38.6300,38.7000,37.8200,38.5300,38.8000,45549614,1744850881.8300,3,0.762999,1,-0.695878,0
2018-11-16,sz.000651,38.5600,38.9900,38.1200,38.5900,38.5300,41865538,1616274188.0100,3,0.701287,1,0.155726,0
2018-11-19,sz.000651,38.5900,38.9300,38.1400,38.8600,38.5900,38132622,1471161589.9100,3,0.638757,1,0.699664,0
2018-11-20,sz.000651,38.6400,38.6400,37.8500,37.9900,38.8600,41231029,1572229050.5900,3,0.690658,1,-2.238803,0
2018-11-21,sz.000651,37.5700,38.1200,37.5000,37.9700,37.9900,22112102,836940041.5800,3,0.370398,1,-0.052647,0
2018-11-22,sz.000651,38.1000,38.1600,37.6500,37.9600,37.9700,18714399,709273915.4400,3,0.313484,1,-0.026342,0
2018-11-23,sz.000651,37.9000,38.1200,37.4000,37.4600,37.9600,21844394,822633588.1900,3,0.365914,1,-1.317176,0
2018-11-26,sz.000651,37.4600,37.8800,37.0100,37.2300,37.4600,22090094,825555688.3900,3,0.370030,1,-0.613987,0
2018-11-27,sz.000651,37.4000,37.4800,36.8000,36.9000,37.2300,27146789,1005759487.7000,3,0.454734,1,-0.886377,0
2018-11-28,sz.000651,36.9600,37.6000,36.9500,37.6000,36.9000,27069552,1011449315.6900,3,0.453440,1,1.897011,0
2018-11-29,sz.000651,37.9500,37.9800,37.0100,37.0700,37.6000,25741960,963992220.6600,3,0.431202,1,-1.409571,0
2018-11-30,sz.000651,37.1500,37.2100,36.6700,36.8500,37.0700,38647757,1426265150.1700,3,0.647386,1,-0.593475,0
2018-12-03,sz.000651,37.9200,38.1800,37.1500,37.9500,36.8500,86638079,3269806013.3400,3,1.451269,1,2.985081,0
2018-12-04,sz.000651,37.7000,37.9800,37.5400,37.8500,37.9500,36361010,1375266450.0600,3,0.609081,1,-0.263511,0
2018-12-05,sz.000651,37.4000,37.6700,37.2600,37.3400,37.8500,38699192,1447294416.6300,3,0.648248,1,-1.347420,0
2018-12-06,sz.000651,36.9500,36.9700,36.4100,36.5000,37.3400,63773779,2334525957.4600,3,1.068270,1,-2.249599,0
2018-12-07,sz.000651,36.6700,36.7600,36.4000,36.4800,36.5000,24497130,894734889.6300,3,0.410350,1,-0.054796,0
2018-12-10,sz.000651,36.1200,36.3800,35.6500,35.8300,36.4800,41531242,1490590675.5300,3,0.695687,1,-1.781792,0
2018-12-11,sz.000651,35.9800,36.2600,35.8500,36.1600,35.8300,23379643,842305448.6700,3,0.391631,1,0.921010,0
2018-12-12,sz.000651,36.4900,36.5100,36.1000,36.3400,36.1600,22464116,815424158.7900,3,0.376295,1,0.497789,0
2018-12-13,sz.000651,36.6000,38.1400,36.5200,37.8000,36.3400,102343033,3842675994.6800,3,1.714342,1,4.017609,0
2018-12-14,sz.000651,37.6000,37.9500,37.2300,37.3300,37.8000,46576303,1749393391.1100,3,0.780197,1,-1.243379,0
2018-12-17,sz.000651,37.3300,37.5200,36.7000,37.0600,37.3300,36371075,1346636144.6100,3,0.609250,1,-0.723280,0
2018-12-18,sz.000651,36.7400,37.2400,36.5100,36.8000,37.0600,33806503,1244422644.3200,3,0.566291,1,-0.701571,0
2018-12-19,sz.000651,36.9500,36.9800,36.3800,36.4300,36.8000,27630413,1012093005.7000,3,0.462835,1,-1.005432,0
2018-12-20,sz.000651,36.3800,36.5800,36.0600,36.3000,36.4300,31210379,1131443357.6600,3,0.522803,1,-0.356852,0
2018-12-21,sz.000651,36.3100,36.3700,35.7000,36.0700,36.3000,35808526,1285426782.5500,3,0.599826,1,-0.633608,0
2018-12-24,sz.000651,35.9000,36.1800,35.6900,36.1800,36.0700,23683733,851441764.2400,3,0.396725,1,0.304964,0
2018-12-25,sz.000651,35.7700,36.0400,35.3500,35.8800,36.1800,35960478,1281042095.4000,3,0.602372,1,-0.829185,0
2018-12-26,sz.000651,35.8500,36.2800,35.7000,35.8800,35.8800,21488857,772737525.6200,3,0.359958,1,0.000000,0
2018-12-27,sz.000651,36.4500,36.5800,35.6600,35.6800,35.8800,32759384,1182380436.8000,3,0.548750,1,-0.557416,0
2018-12-28,sz.000651,35.8100,36.0300,35.5600,35.6900,35.6800,25914434,927786894.6400,3,0.434091,1,0.028022,0
2019-01-02,sz.000651,36.4500,36.4500,35.7000,35.8000,35.6900,42478984,1530288713.6200,3,0.711563,1,0.308211,0
2019-01-03,sz.000651,35.8000,36.1900,35.7500,35.9200,35.8000,25879802,930818184.9300,3,0.433511,1,0.335193,0
2019-01-04,sz.000651,35.7200,36.7000,35.5600,36.6500,35.9200,48961213,1778066631.3800,3,0.820146,1,2.032303,0
2019-01-07,sz.000651,36.8800,36.9600,36.2500,36.4800,36.6500,39269076,1433346230.6400,3,0.657794,1,-0.463853,0
2019-01-08,sz.000651,36.4100,36.4200,36.0300,36.3400,36.4800,19302164,700121376.0400,3,0.323329,1,-0.383770,0
2019-01-09,sz.000651,37.2000,38.0600,37.0700,37.5100,36.3400,105806077,3985321487.6400,3,1.772351,1,3.219588,0
2019-01-10,sz.000651,37.3800,37.9300,37.2900,37.7600,37.5100,47756614,1803308972.6300,3,0.799968,1,0.666489,0
2019-01-11,sz.000651,37.9600,37.9600,37.3900,37.7300,37.7600,33092589,1246253762.3400,3,0.554332,1,-0.079446,0
2019-01-14,sz.000651,37.7700,37.9700,37.5400,37.6800,37.7300,21177348,798844063.0500,3,0.354740,1,-0.132519,0
2019-01-15,sz.000651,37.8400,38.8800,37.7100,38.7800,37.6800,61271292,2358470585.2100,3,1.026351,1,2.919317,0
2019-01-16,sz.000651,38.8000,39.5000,38.6500,39.3100,38.7800,50192876,1965928907.5500,3,0.840778,1,1.366691,0
2019-01-17,sz.000651,38.1000,38.8800,37.8400,38.6600,39.3100,92745328,3563409526.2800,3,1.553571,1,-1.653527,0
2019-01-18,sz.000651,38.6800,39.1500,38.4300,38.9700,38.6600,56937644,2211036288.0800,3,0.953759,1,0.801866,0
2019-01-21,sz.000651,39.0300,40.1500,38.8500,39.4800,38.9700,58980901,2334690125.1600,3,0.987985,1,1.308695,0
2019-01-22,sz.000651,39.4700,39.4700,38.6700,38.9100,39.4800,31945881,1243034902.7600,3,0.535123,1,-1.443768,0
2019-01-23,sz.000651,38.7200,39.4600,38.4800,39.1900,38.9100,34826523,1365387904.2200,3,0.583377,1,0.719606,0
2019-01-24,sz.000651,39.4600,39.5000,39.0000,39.3800,39.1900,29729031,1168618111.6300,3,0.497989,1,0.484824,0
2019-01-25,sz.000651,39.5600,40.1000,39.2300,39.9000,39.3800,48283883,1926015444.1300,3,0.808800,1,1.320468,0
2019-01-28,sz.000651,40.1000,41.2900,40.0500,40.2900,39.9000,51847665,2107414534.8900,3,0.868497,1,0.977442,0
2019-01-29,sz.000651,40.2500,41.1700,40.1200,41.1000,40.2900,52298077,2131184235.1500,3,0.876042,1,2.010418,0
2019-01-30,sz.000651,40.8300,41.0500,40.4400,40.7000,41.1000,33230654,1355912044.9500,3,0.556645,1,-0.973230,0
2019-01-31,sz.000651,41.0800,41.7500,40.8800,41.7500,40.7000,47374589,1963679969.4400,3,0.793569,1,2.579851,0
2019-02-01,sz.000651,42.3500,42.3500,41.6500,41.9600,41.7500,40894729,1714917893.6100,3,0.685025,1,0.502992,0
2019-02-11,sz.000651,41.8700,43.2800,41.7900,43.0700,41.9600,39917349,1707182382.6700,3,0.668653,1,2.645378,0
2019-02-12,sz.000651,43.0700,43.4500,42.8200,43.2200,43.0700,36698352,1582481925.2900,3,0.614732,1,0.348274,0
2019-02-13,sz.000651,43.3700,43.6500,42.8300,43.5100,43.2200,41802503,1810395646.2800,3,0.700231,1,0.670979,0
2019-02-14,sz.000651,43.4600,44.5000,43.2100,44.3500,43.5100,43546157,1919738192.5800,3,0.729439,1,1.930591,0
2019-02-15,sz.000651,44.2400,44.2500,42.6600,42.7500,44.3500,64381715,2788302171.9600,3,1.078454,1,-3.607663,0
2019-02-18,sz.000651,43.2900,44.2800,43.2100,44.0900,42.7500,48026017,2110376160.7000,3,0.804481,1,3.134503,0
2019-02-19,sz.000651,44.5000,45.5000,44.2500,44.6200,44.0900,53235010,2388570936.4400,3,0.891736,1,1.202084,0
2019-02-20,sz.000651,44.9900,45.0800,44.2500,44.9900,44.6200,33464112,1497965946.6500,3,0.560555,1,0.829231,0
2019-02-21,sz.000651,45.1000,45.5000,44.6200,44.8400,44.9900,44965515,2027676043.0100,3,0.753214,1,-0.333411,0
2019-02-22,sz.000651,44.7900,45.0000,43.9900,44.9600,44.8400,45113200,2012175819.1800,3,0.755688,1,0.267616,0
2019-02-25,sz.000651,45.1100,46.1000,44.4000,46.0800,44.3600,93008257,4201073393.7900,3,1.557975,1,3.877370,0
2019-02-26,sz.000651,46.0200,46.0200,44.8100,44.9300,46.0800,67527001,3054746631.4400,3,1.131140,1,-2.495663,0
2019-02-27,sz.000651,45.3000,45.3600,44.2000,44.5500,44.9300,46966648,2106323328.9100,3,0.786735,1,-0.845762,0
2019-02-28,sz.000651,44.5000,45.1300,44.4400,44.8000,44.5500,34638053,1552155274.7300,3,0.580220,1,0.561167,0
2019-03-01,sz.000651,45.1600,45.8600,45.0300,45.7300,44.8000,64503002,2929046968.0800,3,1.080486,1,2.075894,0
2019-03-04,sz.000651,46.2700,47.7400,46.0000,46.6500,45.7300,88029512,4126903921.2600,3,1.474577,1,2.011813,0
2019-03-05,sz.000651,47.0500,47.4700,46.7000,47.0800,46.6500,53711471,2529131438.2300,3,0.899717,1,0.921758,0
2019-03-06,sz.000651,47.3000,47.8000,46.7100,47.1000,47.0800,47632361,2245821672.6300,3,0.797887,1,0.042474,0
2019-03-07,sz.000651,47.1000,47.1100,45.5000,45.7400,47.1000,63612511,2927540247.7300,3,1.065569,1,-2.887467,0
2019-03-08,sz.000651,44.7600,45.3900,44.4300,44.5100,45.7400,63223056,2831378006.4800,3,1.059045,1,-2.689120,0
2019-03-11,sz.000651,44.5100,45.4600,44.5100,45.3700,44.5100,42744102,1923601001.5900,3,0.716004,1,1.932152,0
2019-03-12,sz.000651,45.7300,45.7500,44.6000,44.8000,45.3700,70191342,3162378085.8100,3,1.175771,1,-1.256336,0
2019-03-13,sz.000651,44.8800,45.2500,44.8000,44.9500,44.8000,39902264,1795234953.8300,3,0.668400,1,0.334825,0
2019-03-14,sz.000651,44.9000,46.0000,44.8300,45.4600,44.9500,51368856,2338446464.9800,3,0.860476,1,1.134590,0
2019-03-15,sz.000651,45.5000,47.6800,45.5000,46.9200,45.4600,83975319,3931306214.2100,3,1.406665,1,3.211613,0
2019-03-18,sz.000651,46.9000,48.1100,46.5400,47.9000,46.9200,65350732,3104486244.0900,3,1.094686,1,2.088669,0
2019-03-19,sz.000651,47.9300,48.4300,46.9100,47.2100,47.9000,50703847,2404196675.5900,3,0.849337,1,-1.440506,0
2019-03-20,sz.000651,47.0100,47.1000,46.1100,46.6100,47.2100,46049241,2144968562.5100,3,0.771368,1,-1.270914,0
2019-03-21,sz.000651,46.4000,46.5700,45.9800,46.2700,46.6100,46690937,2158335256.6000,3,0.782117,1,-0.729457,0
2019-03-22,sz.000651,46.4000,46.7400,45.8000,46.1600,46.2700,42619203,1968097727.9200,3,0.713912,1,-0.237736,0
